occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
1317903,176998,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,,body,terrestrial,Lopingian,,,,,Battail,2009,102.131386,19.951668,99.3,-24.3,,,,Luang Prabang,LA,NA,,J. Benito Moreno,NA,NA
1317904,176998,Osteichthyes,Anthracosauromorpha,,,Anthracosauromorpha,order,,body,terrestrial,Lopingian,,,,,Battail,2009,102.131386,19.951668,99.3,-24.3,,,,Luang Prabang,LA,NA,,J. Benito Moreno,NA,NA
1317926,177004,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,29.77861,-28.986668,-9.97,-54.05,,Beaufort,,KwaZulu-Natal,ZA,NA,,J. Benito Moreno,NA,NA
1317927,177004,Osteichthyes,Cotylosauria,,,Dicynodontoidea,unranked clade,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1907,29.77861,-28.986668,-9.97,-54.05,,Beaufort,,KwaZulu-Natal,ZA,NA,,J. Benito Moreno,NA,NA
1317951,177008,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,23.998333,-31.931667,-19.42,-51.73,,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,-28.56337935,-61.51225217
1317990,177020,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Owen,1845,23.341667,-32.289165,-19.39,-51.08,,,,Western Cape,ZA,NA,,J. Benito Moreno,NA,NA
1317991,177020,Osteichthyes,Cotylosauria,,Dicynodon,Dicynodon lacerticeps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Owen,1845,23.341667,-32.289165,-19.39,-51.08,,,,Western Cape,ZA,NA,,J. Benito Moreno,NA,NA
1317995,177022,Osteichthyes,Cotylosauria,,Kannemeyeria,Kannemeyeria simocephala,species,,body,terrestrial,Anisian,,Anisian,,,Weithofer,1888,24.979168,-31.649445,-9.96,-50.25,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-13.02008358,-66.80193579
1317998,177025,Osteichthyes,Cotylosauria,,Kannemeyeria,Kannemeyeria simocephala,species,,body,terrestrial,Anisian,,Anisian,,,Broom,1899,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1317999,177025,Osteichthyes,Cotylosauria,,Cynognathus,Cynognathus crateronotus,species,,body,terrestrial,Anisian,,Anisian,,,Kitching,1977,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1318000,177025,Osteichthyes,Cotylosauria,,Diademodon,Diademodon tetragonus,species,,body,terrestrial,Anisian,,Anisian,,,Kitching,1977,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1318001,177025,Osteichthyes,Cotylosauria,Trirachodontidae,Trirachodon,Trirachodon berryi,species,,body,terrestrial,Anisian,,Anisian,,,Kitching,1977,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1318002,177025,Osteichthyes,Cotylosauria,,Diademodon,Diademodon,genus,,body,terrestrial,Anisian,,Anisian,,,Kitching,1977,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1318003,177025,Osteichthyes,Cotylosauria,Trirachodontidae,Cricodon,Cricodon kannemeyeri,species,,body,terrestrial,Anisian,,Anisian,,,Kitching,1977,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-9.759155704,-67.1742013
1415764,177025,Osteichthyes,Temnospondyli,Brachyopidae,Bathignathus,Bathignathus watsoni,species,,body,terrestrial,Anisian,,Anisian,,,Damiani and Jeannot,2002,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,B. Allen,-9.759155704,-67.1742013
1418703,177025,Osteichthyes,Therocephalia,Bauriidae,Microhelodon,Microhelodon eumerus,species,,body,terrestrial,Anisian,,Anisian,,,Abdala et al.,2013,26.332779,-30.996668,-8.01,-50.73,Burgersdorp,Beaufort,,Eastern Cape,ZA,NA,,B. Allen,-9.759155704,-67.1742013
1318075,177038,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Owen,1876,24.546667,-32.136665,-18.36,-51.89,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1318076,177039,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kammerer et al.,2011,25.02,-31.509722,-17.16,-51.92,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1318077,177039,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1950,25.02,-31.509722,-17.16,-51.92,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320334,177542,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,25.997778,-30.508057,-15.06,-52.12,Katberg,Beaufort,,Free State,ZA,NA,,J. Benito Moreno,NA,NA
1320335,177542,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,25.997778,-30.508057,-15.06,-52.12,Katberg,Beaufort,,Free State,ZA,NA,,J. Benito Moreno,NA,NA
1320358,177544,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,26.106388,-32.686668,-19.11,-53.65,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-28.56645557,-63.44724526
1320411,177555,Osteichthyes,Cotylosauria,Cryptodontidae,Daqingshanodon,Daqingshanodon limbus,species,,body,terrestrial,Lopingian,,,,,Zhu,1989,110.430557,40.653889,114.68,13.86,Naobaogou,,,Batou,CN,NA,,J. Benito Moreno,NA,NA
1320459,177563,Osteichthyes,Cotylosauria,,,Dicynodontoidea,unranked clade,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1937,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1326954,177563,Reptilia,Gorgodontia,Gorgonopidae,Aelurognathus,Aelurognathus tigriceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kammerer,2016,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1326956,177563,Reptilia,Gorgodontia,Gorgonopidae,Aelurognathus,Aelurognathus tigriceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1948,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1327686,177563,Reptilia,Gorgodontia,Gorgonopidae,Clelandina,Clelandina rubidgei,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kammerer,2016,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1329045,177563,Reptilia,Gorgodontia,Gorgonopidae,Sycosaurus,Sycosaurus laticeps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Sigogneau-Russell,1989,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1332752,177563,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchops,Ictidosuchops baurioides,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1940,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1332763,177563,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,Theriognathus microps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Brink,1954,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,4,individuals,R. Butler,NA,NA
1332969,177563,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,Theriognathus microps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Brink,1954,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,NA,NA
1338350,177563,Reptilia,,,Pareiasaurus,Pareiasaurus serridens,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338351,177563,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338352,177563,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338353,177563,Osteichthyes,Cotylosauria,Cryptodontidae,Pelanomodon,Pelanomodon moschops,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338354,177563,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338355,177563,Reptilia,Gorgodontia,Gorgonopidae,Cyonosaurus,Cyonosaurus longiceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338356,177563,Reptilia,Gorgodontia,Gorgonopidae,Aelurognathus,Aelurognathus tigriceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338357,177563,Osteichthyes,Therocephalia,,Lycosaurus,Lycosaurus,genus,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1338358,177563,Osteichthyes,Therocephalia,Moschorhinidae,Akidnognathus,Akidnognathus parvus,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.166668,-32.049721,-18.5,-51.56,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320523,177585,Osteichthyes,Cotylosauria,Rhachiocephalidae,Rhachiocephalus,Rhachiocephalus magnus,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Owen,1876,26.627501,-32.768612,-18.88,-54.08,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,-28.36226077,-63.88392849
1320526,177587,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broili and SchrÃƒÂ¶der,1936,24.166668,-32.049721,-19.48,-51.91,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-28.67200918,-61.6901593
1320530,177588,Reptilia,,,Bradysaurus,Bradysaurus seeleyi,species,,body,terrestrial,Capitanian,Wuchiapingian,,,,Kitching,1977,21.686111,-32.985001,-25.35,-51.39,,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320531,177588,Osteichthyes,Cotylosauria,Pylaecephalidae,Robertia,Robertia broomiana,species,,body,terrestrial,Capitanian,Wuchiapingian,,,,King,1988,21.686111,-32.985001,-25.35,-51.39,,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320532,177588,Osteichthyes,Cotylosauria,Pylaecephalidae,Diictodon,Diictodon feliceps,species,,body,terrestrial,Capitanian,Wuchiapingian,,,,Kitching,1977,21.686111,-32.985001,-25.35,-51.39,,Beaufort,,Western Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320533,177588,Osteichthyes,Cotylosauria,,Emydops,Emydops,genus,,body,terrestrial,Capitanian,Wuchiapingian,,,,Kitching,1977,21.686111,-32.985001,-25.35,-51.39,,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320534,177588,Osteichthyes,Cotylosauria,,Emydops,Emydops,genus,,body,terrestrial,Capitanian,Wuchiapingian,,,,Boonstra,1948,21.686111,-32.985001,-25.35,-51.39,,Beaufort,,Western Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320537,177589,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus murrayi,species,,body,terrestrial,Induan,,Induan,,,Huxley,1859,25.066944,-30.695,-12.35,-49.93,,Beaufort,,Northern Cape,ZA,NA,,J. Benito Moreno,-21.44825955,-63.36777549
1320596,177601,Reptilia,,,Pareiasaurus,Pareiasaurus serridens,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1940,25.416668,-32.5,-18.28,-52.71,,Beaufort,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320597,177601,Osteichthyes,Cotylosauria,Geikiidae,Aulacephalodon,Aulacephalodon bainii,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,25.416668,-32.5,-18.28,-52.71,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320598,177601,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Broom,1940,25.416668,-32.5,-18.28,-52.71,,Beaufort,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320599,177601,Reptilia,Gorgodontia,Gorgonopidae,Cyonosaurus,Cyonosaurus longiceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,25.416668,-32.5,-18.28,-52.71,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320600,177601,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,25.416668,-32.5,-18.28,-52.71,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320602,177602,Osteichthyes,Cotylosauria,Kannemeyeriidae,Tetragonias,Tetragonias njalilus,species,Synapsida,body,terrestrial,Anisian,,Anisian,Pelsonian-Illyrian,,von Huene,1942,35.25,-10.333333,20.53,-40.46,Manda Beds,,Lifua,Ruvuma,TZ,NA,,J. Benito Moreno,24.84281842,-52.88187315
1320668,177604,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.924168,-31.949444,-17.84,-52.07,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320669,177604,Osteichthyes,Cotylosauria,,Daptocephalus,Daptocephalus leoniceps,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Kitching,1977,24.924168,-31.949444,-17.84,-52.07,,,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320670,177604,Osteichthyes,Therocephalia,Akidnognathidae,Moschorhinus,Moschorhinus kitchingi,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,Brink,1954,24.924168,-31.949444,-17.84,-52.07,,,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320671,177604,Osteichthyes,Cotylosauria,Galesauridae,Nanictosaurus,Nanictosaurus kitchingi,species,,body,terrestrial,Wuchiapingian,Changhsingian,,,,van Heerden and Rubidge,1990,24.924168,-31.949444,-17.84,-52.07,,,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,NA,NA
1320672,177605,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus curvatus,species,,body,terrestrial,Induan,Olenekian,,,,Kitching,1977,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320673,177605,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus declivis,species,,body,terrestrial,Induan,Olenekian,,,,Kitching,1977,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320674,177605,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus murrayi,species,,body,terrestrial,Induan,Olenekian,,,,Kitching,1977,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320675,177605,Osteichthyes,Therocephalia,,Scaloposaurus,Scaloposaurus constrictus,species,,body,terrestrial,Induan,Olenekian,,,,Kitching,1977,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1320676,177605,Osteichthyes,Cotylosauria,,Thrinaxodon,Thrinaxodon liorhinus,species,,body,terrestrial,Induan,Olenekian,,,,Broom,1936,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,NA,NA
1418088,177605,Osteichthyes,Cotylosauria,,Thrinaxodon,Thrinaxodon liorhinus,species,,body,terrestrial,Induan,Olenekian,,,,Jasinoski and Abdala,2017,24.924168,-31.949444,-12.71,-50.19,,,,Eastern Cape,ZA,NA,,B. Allen,NA,NA
1320677,177606,Osteichthyes,Cotylosauria,,Endothiodon,Endothiodon bathystoma,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,24.893612,-31.847778,-18.7,-52.35,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,-27.75542528,-62.17522169
1320678,177606,Osteichthyes,Therocephalia,,Tigrisuchus,Tigrisuchus simus,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,24.893612,-31.847778,-18.7,-52.35,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,-27.75542528,-62.17522169
1320679,177606,Osteichthyes,Therocephalia,,Scaloposaurus,Scaloposaurus constrictus,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,24.893612,-31.847778,-18.7,-52.35,,,,Eastern Cape,ZA,NA,,J. Benito Moreno,-27.75542528,-62.17522169
1320680,177606,Osteichthyes,Cotylosauria,Galesauridae,Cynosaurus,Cynosaurus suppostus,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Kitching,1977,24.893612,-31.847778,-18.7,-52.35,,,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,-27.75542528,-62.17522169
1320681,177606,Osteichthyes,Cotylosauria,,,Dicynodontia,unranked clade,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Seeley,1889,24.893612,-31.847778,-18.7,-52.35,,,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,-27.75542528,-62.17522169
1323302,178053,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,Oudenodon bainii,species,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Broom,1932,26.785278,-32.799168,-18.82,-54.21,,Beaufort,,Eastern Cape,ZA,NA,,J. Benito Moreno,-28.31235717,-64.01827286
1323720,178105,Reptilia,Gorgodontia,Gorgonopidae,,Gorgonopidae,family,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Sigogneau-Russell,1989,26.583332,-32.849998,-19.03,-54.09,,Beaufort,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,-28.56529158,-63.88027384
1323721,178105,Reptilia,Gorgodontia,,,Gorgonopsia,suborder,,body,terrestrial,Wuchiapingian,,Wuchiapingian,Wuchiapingian,,Sigogneau-Russell,1989,26.583332,-32.849998,-19.03,-54.09,,Beaufort,,Eastern Cape,ZA,1,individuals,J. Benito Moreno,-28.56529158,-63.88027384
