occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
882068,97822,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Moser,2003,11.227778,49.53611,22.32,31.33,Feuerletten,Keuper,,Bayern,DE,3,elements,R. Butler,NA,NA
882116,97825,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Moser,2003,11.2875,49.460835,22.4,31.28,Feuerletten,Keuper,,Bayern,DE,1,elements,R. Butler,NA,NA
882117,97826,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Moser,2003,11.433333,49.5,22.48,31.36,Feuerletten,Keuper,,Bayern,DE,NA,,R. Butler,NA,NA
882118,97827,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Moser,2003,11.25,49.400002,22.41,31.22,Feuerletten,Keuper,,Bayern,DE,1,elements,R. Butler,NA,NA
882119,97828,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.25,49.400002,22.41,31.22,,Keuper,,Bayern,DE,1,fragments,M. Carrano,NA,NA
882120,97829,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.166667,49.233334,22.43,31.04,,Keuper,,Bayern,DE,1,specimens,M. Carrano,NA,NA
1104033,97829,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.166667,49.233334,22.43,31.04,,Keuper,,Bayern,DE,2,individuals,M. Carrano,NA,NA
1104034,97829,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Dehm,1935,11.166667,49.233334,22.43,31.04,,Keuper,,Bayern,DE,1,specimens,M. Carrano,NA,NA
882164,97830,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Dehm,1935,11.266667,49.5,22.37,31.31,Trossingen,Keuper,Feuerletten,Bayern,DE,1,elements,M. Carrano,NA,NA
882165,97831,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Moser,2003,11.25,49.516666,22.35,31.32,Trossingen,Keuper,Feuerletten,Bayern,DE,1,elements,R. Butler,NA,NA
882166,97832,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Rhaetian,,Lucas 2010,Dehm,1935,11.233333,49.25,22.47,31.08,Trossingen,Keuper,Feuerletten,Bayern,DE,1,specimens,R. Butler,NA,NA
882167,97833,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.273889,49.490002,22.38,31.31,,Keuper,Middle,Bayern,DE,NA,,R. Butler,NA,NA
882168,97834,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.273889,49.490002,22.38,31.31,,Keuper,Middle,Bayern,DE,NA,,R. Butler,NA,NA
882169,97835,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.283333,49.483334,22.39,31.3,,Keuper,Middle,Bayern,DE,NA,,R. Butler,NA,NA
882211,97836,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.2,49.400002,22.37,31.2,,Keuper,Middle,Bayern,DE,NA,,R. Butler,NA,NA
882212,97837,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.283333,49.433334,22.41,31.26,,Keuper,Middle,Bayern,DE,NA,,R. Butler,NA,NA
882213,97838,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.083333,49.450001,22.27,31.22,Burgsandstein,Keuper,,Bayern,DE,1,specimens,R. Butler,NA,NA
882241,97840,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.25,49.516666,22.35,31.32,,Keuper,Middle,Bayern,DE,1,fragments,R. Butler,NA,NA
882242,97841,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Moser,2003,11.25,49.516666,22.35,31.32,,Keuper,Middle,Bayern,DE,2,elements,R. Butler,NA,NA
882304,97843,Reptilia,Ichthyosauria,Shastasauridae,Shonisaurus,Shonisaurus sikanniensis,species,Eureptilia,body,marine,Alaunian,,Norian,Alaunian,,Nicholls and Manabe,2004,-123.015282,57.263611,-41.75,33.5,Pardonet,,,British Columbia,CA,NA,,H. Street,NA,NA
882305,97843,Reptilia,Ichthyosauria,,Macgowania,Macgowania,genus,Eureptilia,body,marine,Alaunian,,Norian,Alaunian,,Nicholls and Manabe,2004,-123.015282,57.263611,-41.75,33.5,Pardonet,,,British Columbia,CA,NA,,H. Street,NA,NA
882306,97843,Reptilia,Ichthyosauria,Californosauridae,Callawayia,Callawayia,genus,Eureptilia,body,marine,Alaunian,,Norian,Alaunian,,Nicholls and Manabe,2004,-123.015282,57.263611,-41.75,33.5,Pardonet,,,British Columbia,CA,NA,,H. Street,NA,NA
882293,97845,Reptilia,Eosuchia,Parasuchidae,Mystriosuchus,Mystriosuchus planirostris,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Buffetaut,1993,14.011389,47.624722,NA,NA,Dachsteinkalk,,,Styria,AT,3,individuals,R. Butler,NA,NA
882294,97846,Osteichthyes,Temnospondyli,Mastodonsauridae,Stenotosaurus,Stenotosaurus gracilis,species,Temnospondyli,body,terrestrial,Aegean,Bithynian,Anisian,Aegean-Bithynian,,Kamphausen,1983,11.323333,50.240002,29.84,29.14,RÃƒÂ¶t,Upper Buntsandstein,,Bayern,DE,1,specimens,R. Butler,18.77280421,16.71696233
882295,97847,Osteichthyes,Temnospondyli,Mastodonsauridae,Tatrasuchus,Tatrasuchus,genus,Temnospondyli,body,terrestrial,Ladinian,,Ladinian,Fassanian,,Damiani,2001,9.687222,47.092777,34.99,18.1,Partnach,,,Vorarlberg,AT,1,specimens,R. Butler,18.90349496,15.16175136
882296,97848,Osteichthyes,Temnospondyli,,,Stereospondyli,unranked clade,Temnospondyli,body,terrestrial,Ladinian,Carnian,Carnian,Julian,Lucas 2010,Schoch and Milner,2000,10.533333,49.566666,27,29.37,Grabfeld,Keuper,Estherienschichten,Bayern,DE,1,specimens,R. Butler,NA,NA
882297,97849,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Carnian,,Carnian,,,Schoch and Milner,2000,12.358333,47.755554,28.35,28.02,,Raibl,Upper,Bayern,DE,1,specimens,R. Butler,NA,NA
882299,97850,Osteichthyes,Temnospondyli,,,Stereospondyli,unranked clade,Temnospondyli,body,terrestrial,Carnian,,Carnian,Julian,Sues & Fraser 2010,MÃƒÂ¼nster,1839,9.916667,49.783333,25.89,29.45,Stuttgart,Keuper,Schilfsandstein,Bayern,DE,1,specimens,R. Butler,NA,NA
882300,97851,Osteichthyes,Temnospondyli,,,Stereospondyli,unranked clade,Temnospondyli,body,terrestrial,Ladinian,,Ladinian,,,MÃƒÂ¼nster,1834,10.166667,49.366669,28.31,29.1,,Muschelkalk,,Bayern,DE,1,specimens,R. Butler,15.16763133,21.9386016
882301,97852,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Julian,,Carnian,Julian,,Sander and Meyer,1991,15.416667,48.016666,36.5,15.79,Lunz,,Lunzer Sandstein,NiederÃƒÂ¶sterich,AT,1,fragments,R. Butler,NA,NA
882302,97853,Osteichthyes,Temnospondyli,Mastodonsauridae,,Mastodonsauridae,family,Temnospondyli,body,terrestrial,Ladinian,Carnian,Ladinian,Longobardian,Lucas 2010,MÃƒÂ¼nster,1836,11.616667,50.016666,27.62,30.01,Benkersandstein,Keuper,,Bayern,DE,1,specimens,R. Butler,15.76941623,22.9350429
882303,97854,Reptilia,,,Dolerosaurus,Dolerosaurus trauthi,species,Eureptilia,body,terrestrial,Tuvalian,,Carnian,Tuvalian,,Huene,1939,15.016667,47.849998,34.66,17.14,Lunz,,Opponitzer Limestone,NiederÃƒÂ¶stereich,AT,1,specimens,R. Butler,NA,NA
882311,97856,Reptilia,Ichthyosauria,Omphalosauridae,Omphalosaurus,Omphalosaurus wolfi,species,Eureptilia,body,marine,Ladinian,,Ladinian,Fassanian,,Sander and Faber,2003,13.06,47.666668,36.63,16.34,Lercheck Limestone,Hallstatt Facies,,Bayern (Bavaria),DE,1,specimens,H. Street,21.1651809,14.29015947
882413,97870,Reptilia,Eosuchia,,Zanclodon,Zanclodon arenaceus,species,Eureptilia,body,terrestrial,Carnian,,Carnian,Julian,Sues & Fraser 2010,Fraas,1896,9.173333,48.805,25.7,28.37,Stuttgart,Keuper,Schilfsandstein,Baden-WÃƒÂ¼rttemberg,DE,1,specimens,R. Butler,NA,NA
930385,97870,Osteichthyes,Temnospondyli,Metoposauridae,Metoposaurus,Metoposaurus diagnosticus,species,Temnospondyli,body,terrestrial,Carnian,,Carnian,Julian,Sues & Fraser 2010,Fraas,1896,9.173333,48.805,25.7,28.37,Stuttgart,Keuper,Schilfsandstein,Baden-WÃƒÂ¼rttemberg,DE,5,specimens,R. Butler,NA,NA
930391,97870,Osteichthyes,Temnospondyli,Cyclotosauridae,Cyclotosaurus,Cyclotosaurus robustus,species,Temnospondyli,body,terrestrial,Carnian,,Carnian,Julian,Sues & Fraser 2010,Schoch and Milner,2000,9.173333,48.805,25.7,28.37,Stuttgart,Keuper,Schilfsandstein,Baden-WÃƒÂ¼rttemberg,DE,22,individuals,R. Butler,NA,NA
1106819,97870,Reptilia,Eosuchia,,Zanclodon,Zanclodon subcylindrodon,species,Eureptilia,body,terrestrial,Carnian,,Carnian,Julian,Sues & Fraser 2010,Huene,1905,9.173333,48.805,25.7,28.37,Stuttgart,Keuper,Schilfsandstein,Baden-WÃƒÂ¼rttemberg,DE,NA,,M. Carrano,NA,NA
882593,97873,Reptilia,Ichthyosauria,Toretocnemidae,Qianichthyosaurus,Qianichthyosaurus zhoui,species,Eureptilia,body,marine,Carnian,,Carnian,Julian,,Nicholls et al.,2002,107.26667,26.633333,112.49,2.84,Xiaowa,,,Guizhou,CN,1,individuals,H. Street,NA,NA
882951,97906,Reptilia,Thalattosauria,Askeptosauridae,Anshunsaurus,Anshunsaurus huangguoshuensis,species,Eureptilia,body,marine,Carnian,,Carnian,Tuvalian,,Rieppel et al.,2000,105.616669,25.883333,111.02,2.06,Xiaowa,,,Guizhou,CN,1,individuals,H. Street,NA,NA
887799,97906,Reptilia,Thalattosauria,Askeptosauridae,Miodentosaurus,Miodentosaurus brevis,species,Eureptilia,body,marine,Carnian,,Carnian,Tuvalian,,Zhao et al.,2010,105.616669,25.883333,111.02,2.06,Xiaowa,,,Guizhou,CN,2,individuals,H. Street,NA,NA
892976,97906,Reptilia,Thalattosauria,,Xinpusaurus,Xinpusaurus suni,species,Eureptilia,body,marine,Carnian,,Carnian,Tuvalian,,Liu and Rieppel,2001,105.616669,25.883333,111.02,2.06,Xiaowa,,,Guizhou,CN,1,individuals,H. Street,NA,NA
1100594,97906,Reptilia,Thalattosauria,Thalattosauridae,Concavispina,Concavispina biseridens,species,Eureptilia,body,marine,Carnian,,Carnian,Tuvalian,,Zhao et al.,2013,105.616669,25.883333,111.02,2.06,Xiaowa,,,Guizhou,CN,1,specimens,R. Benson,NA,NA
1415556,97906,Reptilia,Thalattosauria,,Xinpusaurus,Xinpusaurus kohi,species,Eureptilia,body,marine,Carnian,,Carnian,Tuvalian,,Jiang et al.,2004,105.616669,25.883333,111.02,2.06,Xiaowa,,,Guizhou,CN,NA,,B. Allen,NA,NA
935625,97946,Reptilia,Eosauropterygia,Keichousauridae,Dianopachysaurus,Dianopachysaurus dingi,species,Eureptilia,body,marine,Pelsonian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Liu et al.,2011,104.327904,24.779699,106.84,-11.35,Guanling,,Upper,Yunnan,CN,1,individuals,H. Street,94.30367847,14.21650383
946777,97946,Reptilia,Ichthyosauria,Mixosauridae,,Mixosauridae,family,Eureptilia,body,marine,Pelsonian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Liu et al.,2011,104.327904,24.779699,106.84,-11.35,Guanling,,Upper,Yunnan,CN,1,individuals,H. Street,94.30367847,14.21650383
963746,97946,Reptilia,Eosauropterygia,,Diandongosaurus,Diandongosaurus acutidentatus,species,Eureptilia,body,marine,Pelsonian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Shang et al.,2011,104.327904,24.779699,106.84,-11.35,Guanling,,Upper,Yunnan,CN,1,individuals,H. Street,94.30367847,14.21650383
1193266,97946,Reptilia,Sauropterygia,,Atopodentatus,Atopodentatus unicus,species,Eureptilia,body,marine,Pelsonian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Cheng et al.,2014,104.327904,24.779699,106.84,-11.35,Guanling,,Upper,Yunnan,CN,1,specimens,R. Benson,94.30367847,14.21650383
883957,97985,Reptilia,Eosauropterygia,,Chinchenia,Chinchenia sungi,species,Eureptilia,body,marine,Middle Triassic,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Rieppel,1999,106.333336,26.566668,109.25,-7.74,,,,Guizhou,CN,43,elements,H. Street,94.97463538,16.67444379
883958,97989,Reptilia,Eosauropterygia,,Kwangsisaurus,Kwangsisaurus orientalis,species,Eureptilia,body,marine,Olenekian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Rieppel,1999,108.26667,23.166668,109.9,-14.88,Beisi,,,Guangxi,CN,2,individuals,H. Street,98.35052918,14.6567298
883956,97990,Reptilia,Eosauropterygia,,Sanchiaosaurus,Sanchiaosaurus dengi,species,Eureptilia,body,marine,Anisian,,Anisian,,,Rieppel,1999,106.5,26.5,108.75,-9.55,,,,Guizhou,CN,1,individuals,H. Street,95.14392958,16.69394305
884084,98007,Reptilia,Eosauropterygia,Pachypleurosauridae,Hanosaurus,Hanosaurus hupehensis,species,Eureptilia,body,marine,Smithian,Spathian,Olenekian,Spathian,Benton et al. 2013,Rieppel,1998,115.849998,28.683332,115.86,-8.34,Jialingjiang,,,Jiangxi,CN,1,individuals,H. Street,102.392612,16.37770452
884125,98011,Reptilia,Sauropterygia,,Augustasaurus,Augustasaurus hagdorni,species,Eureptilia,body,marine,Illyrian,,Anisian,Pelsonian-Illyrian,,Sander et al.,1997,-117.566666,40.033333,-38.04,24.59,Favret,Star Peak,Fossil Hill,Nevada,US,1,individuals,H. Street,-43.9799268,7.407402034
1419160,98011,Reptilia,Ichthyosauria,Mixosauridae,Phalarodon,Phalarodon callawayi,species,Eureptilia,body,marine,Illyrian,,Anisian,Pelsonian-Illyrian,,Schmitz et al.,2004,-117.566666,40.033333,-38.04,24.59,Favret,Star Peak,Fossil Hill,Nevada,US,NA,,B. Allen,-43.9799268,7.407402034
884857,98104,Reptilia,Ichthyosauria,Cymbospondylidae,Cymbospondylus,Cymbospondylus buchseri,species,Eureptilia,body,marine,Illyrian,,Anisian,Pelsonian-Illyrian,,Sander,1989,8.940556,45.911945,34.29,16.7,Besano,,Grenzbitumenzone,,CH,1,individuals,H. Street,21.04720426,7.740323328
890990,98594,Reptilia,Eosuchia,Ctenosauriscidae,Xilousuchus,Xilousuchus sapingensis,species,Eureptilia,body,terrestrial,Olenekian,Anisian,,,,Wu,1981,110.849998,39.433334,118.32,15.75,Heshanggou,,,Shaanxi,CN,1,individuals,R. Butler,NA,NA
1129555,98594,Osteichthyes,Therocephalia,Bauriidae,Hazhenia,Hazhenia concava,species,Synapsida,body,terrestrial,Olenekian,Anisian,,,,Sun and Hou,1981,110.849998,39.433334,118.32,15.75,Heshanggou,,,Shaanxi,CN,1,individuals,R. Butler,NA,NA
890991,98595,Reptilia,Eosuchia,Erythrosuchidae,Garjainia,Garjainia prima,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,Tverdokhlebov et al 2003,Huene,1960,55.083332,51.75,60.5,39.92,Petropavlovskaya,,,Orenburg,RU,NA,,R. Butler,45.19773008,32.69421287
1127575,98595,Reptilia,Eosuchia,Prolacertidae,Vritramimosaurus,Vritramimosaurus dzerzhinskii,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,Tverdokhlebov et al 2003,Sennikov,2005,55.083332,51.75,60.5,39.92,Petropavlovskaya,,,Orenburg,RU,5,elements,R. Butler,45.19773008,32.69421287
1127576,98595,Osteichthyes,Temnospondyli,,Parotosuchus,Parotosuchus orenburgensis,species,Temnospondyli,body,terrestrial,Olenekian,,Olenekian,Spathian,Tverdokhlebov et al 2003,Sennikov,2005,55.083332,51.75,60.5,39.92,Petropavlovskaya,,,Orenburg,RU,1,individuals,R. Butler,45.19773008,32.69421287
1127578,98595,Osteichthyes,Therocephalia,Ericiolacertidae,Silphedosuchus,Silphedosuchus orenburgensis,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,Tverdokhlebov et al 2003,Ivakhnenko,2011,55.083332,51.75,60.5,39.92,Petropavlovskaya,,,Orenburg,RU,1,individuals,R. Butler,45.19773008,32.69421287
1347708,98595,Reptilia,Eosuchia,,Chasmatosuchus,Chasmatosuchus magnus,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,Tverdokhlebov et al 2003,Ochev,1979,55.083332,51.75,60.5,39.92,Petropavlovskaya,,,Orenburg,RU,1,specimens,R. Butler,45.19773008,32.69421287
890992,98596,Reptilia,Eosuchia,Parasuchidae,Leptosuchus,Leptosuchus crosbiensis,species,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Long and Murry,1995,-101.17057,33.581253,-30.2,8.67,Tecovas,Dockum,,Texas,US,2,specimens,R. Butler,NA,NA
968281,98596,Osteichthyes,Temnospondyli,Metoposauridae,Koskinonodon,Koskinonodon perfectus,species,Temnospondyli,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Sawin,1944,-101.17057,33.581253,-30.2,8.67,Tecovas,Dockum,,Texas,US,NA,,M. Carrano,NA,NA
1081007,98596,Reptilia,Eosuchia,Stagonolepididae,Calyptosuchus,Calyptosuchus wellesi,species,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Long and Murry,1995,-101.17057,33.581253,-30.2,8.67,Tecovas,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
1081008,98596,Reptilia,Eosuchia,,,Aetosauria,unranked clade,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Long and Murry,1995,-101.17057,33.581253,-30.2,8.67,Tecovas,Dockum,,Texas,US,20,specimens,R. Butler,NA,NA
1081009,98596,Reptilia,Eosuchia,,Poposaurus,Poposaurus gracilis,species,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Long and Murry,1995,-101.17057,33.581253,-30.2,8.67,Tecovas,Dockum,,Texas,US,5,specimens,R. Butler,NA,NA
890994,98598,Osteichthyes,Cotylosauria,Traversodontidae,Santacruzodon,Santacruzodon hopsoni,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Abdala and Ribeiro,2003,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,6,specimens,R. Butler,NA,NA
895282,98598,Reptilia,Eosuchia,Proterochampsidae,,Rhadinosuchinae,subfamily,Eureptilia,body,terrestrial,Carnian,,Carnian,Julian,,Ezcurra et al.,2015,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
895283,98598,Osteichthyes,Cotylosauria,Chiniquodontidae,Chiniquodon,Chiniquodon,genus,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Abdala and Ribeiro,2010,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,3,specimens,R. Butler,NA,NA
895285,98598,Osteichthyes,Cotylosauria,Traversodontidae,Menadon,Menadon besairiei,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Melo et al.,2015,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,10,specimens,R. Butler,NA,NA
895286,98598,Osteichthyes,Cotylosauria,,Probainognathus,Probainognathus,genus,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Soares et al.,2011,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
895287,98598,Osteichthyes,Cotylosauria,Traversodontidae,Massetognathus,Massetognathus,genus,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Abdala and Ribeiro,2010,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
1307761,98598,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Soares et al.,2011,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,72,individuals,R. Butler,NA,NA
1308719,98598,Reptilia,Eosuchia,,Dagasuchus,Dagasuchus santacruzensis,species,Eureptilia,body,terrestrial,Carnian,,Carnian,Julian,,Lacerda et al.,2015,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,1,individuals,R. Butler,NA,NA
1405852,98598,Osteichthyes,Cotylosauria,,Santacruzgnathus,Santacruzgnathus abdalai,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Martinelli et al.,2016,-52.450279,-29.740278,-10.15,-36.88,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,NA,,E. Dunne,NA,NA
890996,98601,Osteichthyes,Cotylosauria,Galesauridae,Progalesaurus,Progalesaurus lootbergensis,species,Synapsida,body,terrestrial,Induan,,Changhsingian,Changhsingian,Gastaldo et al 2017,Sidor and Smith,2004,24.85861,-31.842777,-13.98,-50.44,Balfour,Beaufort,Paalingkloof,Eastern Cape,ZA,1,individuals,R. Butler,-27.77124096,-62.14598931
922674,98602,Osteichthyes,Therocephalia,Akidnognathidae,Moschorhinus,Moschorhinus kitchingi,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Durand,1991,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,1,individuals,R. Butler,-20.16143013,-63.92593089
922675,98602,Reptilia,,Procolophonidae,Procolophon,Procolophon trigoniceps,species,Parareptilia,body,terrestrial,Induan,Olenekian,Induan,,,Kitching,1977,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,R. Butler,-20.16143013,-63.92593089
922676,98602,Reptilia,Eosuchia,Prolacertidae,Prolacerta,Prolacerta broomi,species,Eureptilia,body,terrestrial,Induan,Olenekian,Induan,,,Modesto and Sues,2004,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,1,individuals,R. Butler,-20.16143013,-63.92593089
922677,98602,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus curvatus,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Kitching,1977,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,R. Butler,-20.16143013,-63.92593089
922678,98602,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus declivis,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Kitching,1977,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,R. Butler,-20.16143013,-63.92593089
922680,98602,Osteichthyes,Cotylosauria,,Thrinaxodon,Thrinaxodon liorhinus,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Kitching,1977,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,R. Butler,-20.16143013,-63.92593089
1130472,98602,Osteichthyes,Temnospondyli,,Eolydekkerina,Eolydekkerina magna,species,Temnospondyli,body,terrestrial,Induan,Olenekian,Induan,,,Shishkin et al.,1996,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,1,individuals,R. Butler,-20.16143013,-63.92593089
1134120,98602,Osteichthyes,Temnospondyli,Amphibamidae,Micropholis,Micropholis stowi,species,Temnospondyli,body,terrestrial,Induan,Olenekian,Induan,,,Schoch and Rubidge,2005,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,2,individuals,R. Butler,-20.16143013,-63.92593089
1144139,98602,Osteichthyes,Therocephalia,Lycideopidae,Tetracynodon,Tetracynodon darti,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Sigurdsen et al.,2012,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,1,individuals,R. Butler,-20.16143013,-63.92593089
1347621,98602,Reptilia,Eosuchia,Proterosuchidae,,Proterosuchidae,family,Eureptilia,body,terrestrial,Induan,Olenekian,Induan,,,Ezcurra and Butler,2015,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,1,individuals,R. Butler,-20.16143013,-63.92593089
1413650,98602,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus murrayi,species,Synapsida,body,terrestrial,Induan,Olenekian,Induan,,,Botha and Smith,2007,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,M. Uhen,-20.16143013,-63.92593089
1418090,98602,Osteichthyes,Cotylosauria,,Galesaurus,Galesaurus planiceps,species,,body,terrestrial,Induan,Olenekian,Induan,,,Butler et al.,2018,25.966667,-30.5,-10.06,-50.05,Katberg,Beaufort,,Free State,ZA,NA,,B. Allen,-20.16143013,-63.92593089
891052,98604,Osteichthyes,Cotylosauria,Traversodontidae,Pascualgnathus,Pascualgnathus polanskii,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Martinelli,2010,-68.639999,-34.880001,-26.98,-41.08,Rio Seco de la Quebrada,Puesto Viejo,,Mendoza,AR,4,individuals,R. Butler,NA,NA
891132,98604,Osteichthyes,Cotylosauria,,Diademodon,Diademodon tetragonus,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Martinelli et al.,2009,-68.639999,-34.880001,-26.98,-41.08,Rio Seco de la Quebrada,Puesto Viejo,,Mendoza,AR,1,individuals,R. Butler,NA,NA
920919,98604,Osteichthyes,Cotylosauria,Shansiodontidae,Vinceria,Vinceria argentinensis,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Bonaparte,1966,-68.639999,-34.880001,-26.98,-41.08,Rio Seco de la Quebrada,Puesto Viejo,,Mendoza,AR,1,individuals,R. Butler,NA,NA
